token	normalised
CI	CI
Oratio	Oratio
pauꝑis	pauperis
cum	cum
auxiaretur	auxiaretur
	et
in	in
ꝯspͨtu	conspectu
dñi	domini
effudit	effudit
cem	precem
suã	suam
Domine	Domine
exaudi	exaudi
or̃oem	orationem
meam	meam
	et
clamor	clamor

meus	meus
ad	ad
te	te
ueniat	ueniat
Non	Non
auertas	auertas
faciem	faciem
tuam	tuam
a	a
me	me
in	in
quacumq	quacumque
die	die
tribulor	tribulor
inclina	inclina
ad	ad
me	me
aurem	aurem
tuam	tuam
In	In
quacumq	quacumque
die	die
inuocauero	inuocauero
te	te
uelociter	uelociter

exaudi	exaudi
me	me
Quia	Quia
defecerunt	defecerunt
sicut	sicut
fumus	fumus
dies	dies
m̃i	mei
	et
ossa	ossa
mea	mea
sicut	sicut
cremium	cremium
arruerunt	arruerunt
Percussus	Percussus
sum	sum
ut	ut
fenum	fenum
	et
aruit	aruit
cor	cor
meũ	meum
quia	quia
obliti	obliti
sunt	sunt

sum	sum
sicut	sicut
passer	passer
solitarius	solitarius
in	in
tecto	tecto
Tota	Tota
die	die
exꝓbrabant	exprobrabant
michi	michi
inimici	inimici
mei	mei
	et
qui	qui
laudabant	laudabant
me	me
aduersum	aduersum
me	me
iurabant	iurabant
Quia	Quia
cinerem	cinerem
tanqͣm	tanquam
panem	panem
manducabam	manducabam
	et

potũ	potum
meum	meum
cum	cum
fletu	fletu
miscebam	miscebam
A	A
facie	facie
ire	ire
	et
indignationis	indignationis
tue	tue
quia	quia
eleuans	eleuans
alisisti	alisisti
me	me
Dies	Dies
mei	mei
sicut	sicut
umbra	umbra
declinauer̃t	declinauerunt
et	et
ego	ego
sicut	sicut
fenum	fenum
arui	arui

Tu	Tu
autem	autem
dñe	domine
in	in
eternum	eternum
ꝑmanes	permanes
	et
memoriale	memoriale
tuum	tuum
in	in
generatione	generatione
	et
generationem	generationem
Tu	Tu
exurgens	exurgens
dñe	domine
misereberis	misereberis
syon	syon
quia	quia
tempus	tempus
miserendi	miserendi
ei᷒	eius
quia	quia
uenit	uenit
tempus	tempus

Qm̃	Quoniam
placuerunt	placuerunt
seruis	seruis
tuuis	tuuis
	et
lapides	lapides
eius	eius
terre	terre
ei᷒	eius
miserebuntur	miserebuntur
Et	Et
timebunt	timebunt
gentes	gentes
nomen	nomen
tuũ	tuum
domine	domine
	et
omnes	omnes
reges	reges
terre	terre
gl̃am	gloriam
tuam	tuam
Quia	Quia
edificauit	edificauit
dominus	dominus

syon	syon
et	et
uidebitur	uidebitur
in	in
gl̃a	gloria
sua	sua
Respexit	Respexit
in	in
orationem	orationem
humilium	humilium
	et
non	non
spreuit	spreuit
precem	precem
eorum	eorum
Scribantur	Scribantur
hec	hec
in	in
generatione	generatione
altera	altera
et	et
ppl̃ous	populous
qui	qui
creabitur	creabitur
laudabit	laudabit

dñm	dominum
Quia	Quia
ꝓspexit	prospexit
de	de
excelso	excelso
sc̃o	sancto
suo	suo
dominus	dominus
de	de
celo	celo
in	in
terrã	terram
aspexit	aspexit
Ut	Ut
audiret	audiret
gemitus	gemitus
compeditorum	compeditorum
ut	ut
solueret	solueret
filioᷤ	filios
interemptorum	interemptorum
Ut	Ut
annuntient	annuntient
in	in
syon	syon

nom̃	nomen
domini	domini
et	et
laudem	laudem
eius	eius
in	in
ierl̃m	ierusalem
In	In
conueniendo	conueniendo
populos	populos
in	in
unum	unum
et	et
reges	reges
ut	ut
seruiant	seruiant
domino	domino
Respondit	Respondit
ei	ei
in	in
uia	uia
uirtutis	uirtutis
sue	sue
paucitatem	paucitatem
dierũ	dierum

meorum	meorum
nuntia	nuntia
mͥ	michi
Ne	Ne
reuoces	reuoces
me	me
in	in
dimidio	dimidio
dierum	dierum
meoꝝ	meorum
in	in
generatione	generatione
	et
generatõem	generationem
anni	anni
tui	tui
Initio	Initio
tu	tu
domine	domine
terram	terram
fundasti	fundasti
	et
oꝑa	opera
manuũ	manuum
tuaꝝ	tuarum

sunt	sunt
celi	celi
Ipsi	Ipsi
ꝑibunt	peribunt
tu	tu
autem	autem
ꝑmanes	permanes
et	et
om̃s	omnes
sicut	sicut
uestimentum	uestimentum
uet̃ascent	ueterascent
Et	Et
sicut	sicut
oꝑtorium	opertorium
mutabis	mutabis
eos	eos
	et
mutabuntur	mutabuntur
tu	tu
autẽ	autem
idem	idem
ipse	ipse
est	est
	et

anni	anni
tui	tui
non	non
deficient	deficient
Filii	Filii
seruoꝝ	seruorum
tuorum	tuorum
habitabunt	habitabunt
et	et
semen	semen
eoꝝ	eorum
in	in
scl̃m	seculum
dirigetur	dirigetur
CII	CII
psalmus	psalmus
ip̃i	ipsi
dauid	dauid
vox	vox
ecclesie	ecclesie
ad	ad
popl̃m	populum
suum	suum
Benedic	Benedic
anima	anima

mea	mea
domino	domino
et	et
omnia	omnia
q̃	que
intra	intra
me	me
sunt	sunt
nomini	nomini
sancto	sancto
eius	eius
Benedic	Benedic
anima	anima
mea	mea
domino	domino
et	et
noli	noli
obliuisci	obliuisci
omnes	omnes
retributõnes	retributiones
eius	eius
Qui	Qui
ꝓpitiatur	propitiatur
omnib	omnibus
iniquitatib	iniquitatibus

tuis	tuis
qͥ	qui
sanat	sanat
omnes	omnes
infirmitates	infirmitates
tuas	tuas
Qui	Qui
redimit	redimit
de	de
interitu	interitu
uitam	uitam
tuam	tuam
qui	qui
coronat	coronat
te	te
in	in
mĩa	misericordia
	et
miseratõib	miserationibus
Qui	Qui
replet	replet
in	in
bonis	bonis
desiderium	desiderium
tuum	tuum

renouabit᷑	renouabitur
ut	ut
aqͥle	aquile
iuuentus	iuuentus
tua	tua
Fatiens	Fatiens
mĩas	misericordias
dominus	dominus
	et
iuditiũ	iuditium
omnib	omnibus
iniuriam	iniuriam
patientib	patientibus
Notas	Notas
fecit	fecit
uias	uias
suas	suas
moysi	moysi
filiis	filiis
isr̃l	israhel
uoluntates	uoluntates
suas	suas
Miserator	Miserator
	et
misericors	misericors

dominus	dominus
longanimis	longanimis
et	et
multum	multum
misericors	misericors
Nõ	Non
in	in
ꝑpetuum	perpetuum
irascetur	irascetur
neq	neque
in	in
et̃num	eternum
comminabit᷑	comminabitur
Nõ	Non
scd̃m	secundum
peccata	peccata
nr̃a	nostra
fecit	fecit
nobis	nobis
neq	neque
scd̃m	secundum
iniquitates	iniquitates
nr̃as	nostras
retribuit	retribuit
nobis	nobis

Qm̃	Quoniam
scd̃m	secundum
altitudinem	altitudinem
celi	celi
a	a
terra	terra
corroborauit	corroborauit
mĩam	misericordiam
suam	suam
suꝑ	super
timentes	timentes
se	se
Quantũ	Quantum
distat	distat
ortus	ortus
ab	ab
occidente	occidente
longe	longe
fecit	fecit
a	a
nobis	nobis
iniquitates	iniquitates
nr̃as	nostras
Quomodo	Quomodo
miseretur	miseretur

pater	pater
filiorum	filiorum
misertus	misertus
est	est
dñs	dominus
timentibus	timentibus
se	se
qm̃	quoniam
ipse	ipse
cognouit	cognouit
fingmentum	fingmentum
nr̃m	nostrum
Recordatus	Recordatus
est	est
qm̃	quoniam
puluis	puluis
sumus	sumus
homo	homo
sicut	sicut
fenum	fenum
dieᷤ	dies
eius	eius
tanqͣm	tanquam
flos	flos
agri	agri

sic	sic
efflorebit	efflorebit
Qm̃	Quoniam
sp̃s	spiritus
ꝑtransiubt	pertransiubt
in	in
illo	illo
et	et
non	non
subsistet	subsistet
et	et
non	non
cognoscet	cognoscet
ampli᷒	amplius
locum	locum
suum	suum
Miscdĩa	Misericordia
autem	autem
domini	domini
ab	ab
eterno	eterno
et	et
usq	usque
in	in
eternum	eternum

suꝑ	super
timentes	timentes
eum	eum
Et	Et
iustitia	iustitia
illius	illius
in	in
filios	filios
filiorum	filiorum
his	his
qui	qui
seruant	seruant
testamentum	testamentum
eius	eius
Et	Et
memores	memores
sunt	sunt
mandatorum	mandatorum
ipsius	ipsius
ad	ad
faciendum	faciendum
ea	ea
Dñs	Dominus
in	in
celo	celo

ꝑauit	parauit
sedem	sedem
suam	suam
et	et
regnum	regnum
ipsius	ipsius
omnibus	omnibus
dominabitur	dominabitur
Benedicite	Benedicite
domino	domino
om̃s	omnes
angl̃i	angeli
ei᷒	eius
potenteᷤ	potentes
uirtute	uirtute
facientes	facientes
uerbum	uerbum
illius	illius
ad	ad
audiendam	audiendam
uocẽ	uocem
sermonum	sermonum
eius	eius
Benedicite	Benedicite
domino	domino

omnes	omnes
uirtutes	uirtutes
eius	eius
ministri	ministri
eius	eius
qui	qui
facitis	facitis
uoluntatem	uoluntatem
eius	eius
Benedicite	Benedicite
dño	domino
omnia	omnia
oꝑa	opera
eius	eius
in	in
omni	omni
loco	loco
dominatõeis	dominationeis
eius	eius
benedic	benedic
anima	anima
mea	mea
domino	domino
CIII	CIII
psalmus	psalmus

dauid	dauid
Benedic	Benedic
anima	anima
mea	mea
domino	domino
dñe	domine
deus	deus
meus	meus
magnificatus	magnificatus
es	es
uehementer	uehementer
Confessionem	Confessionem
et	et
decorem	decorem
induisti	induisti
amictus	amictus
lumine	lumine
sicut	sicut
uestimento	uestimento
Extendens	Extendens
celum	celum
sicut	sicut
pellem	pellem
qui	qui
tegis	tegis

aquis	aquis
suꝑiora	superiora
eius	eius
Qui	Qui
ponis	ponis
nubem	nubem
ascensum	ascensum
tuũ	tuum
qui	qui
ambulas	ambulas
suꝑ	super
pennas	pennas
uentorũ	uentorum
Qui	Qui
facis	facis
angl̃os	angelos
tuos	tuos
sp̃s	spiritus
	et
ministros	ministros
tuos	tuos
ignem	ignem
urentem	urentem
Qui	Qui
fundasti	fundasti

terram	terram
suꝑ	super
stabilitatem	stabilitatem
suam	suam
non	non
inclinabit᷑	inclinabitur
in	in
scl̃m	seculum
scl̃i	seculi
Abyssus	Abyssus
sicut	sicut
uestimentum	uestimentum
amictus	amictus
ei᷒	eius
suꝑ	super
montes	montes
stabunt	stabunt
aque	aque
Ab	Ab
increpatione	increpatione
tua	tua
fugient	fugient
a	a
uoce	uoce
tonitrui	tonitrui

tui	tui
formidabunt	formidabunt
Ascend̃t	Ascendunt
montes	montes
et	et
descendunt	descendunt
campi	campi
in	in
locum	locum
quem	quem
fundasti	fundasti
eis	eis
Terminum	Terminum
posuisti	posuisti
quem	quem
non	non
transgͤdientur	transgredientur
neq	neque
conuertentur	conuertentur
oꝑire	operire
t̃ram	terram
Qui	Qui
emittis	emittis
fontes	fontes
in	in

conuallib	conuallibus
inter	inter
medium	medium
montiũ	montium
ꝑtransibunt	pertransibunt
aque	aque
Potabunt	Potabunt
omnes	omnes
bestie	bestie
agri	agri
expectabunt	expectabunt
onagri	onagri
in	in
siti	siti
sua	sua
Suꝑ	Super
ea	ea
uolucres	uolucres
celi	celi
habitabunt	habitabunt
de	de
medio	medio
petrarum	petrarum
dabunt	dabunt
uoceᷤ	uoces

Rigans	Rigans
montes	montes
de	de
suꝑiorib	superioribus
suis	suis
de	de
fructu	fructu
oꝑum	operum
tuorũ	tuorum
satiabitur	satiabitur
terra	terra
Producens	Producens
fenum	fenum
iumentis	iumentis
	et
herbam	herbam
seruituti	seruituti
hominum	hominum
Ut	Ut
educas	educas
panem	panem
de	de
terra	terra
	et
uinum	uinum

domus	domus
dux	dux
÷	est
eoꝝ	eorum
montes	montes
excelsi	excelsi
ceruis	ceruis
petra	petra
refugium	refugium
herinatiis	herinatiis
Fecit	Fecit
lunam	lunam
in	in
tempore	tempore
sol	sol
cognouit	cognouit
occasum	occasum
suũ	suum
Posuisti	Posuisti
tenebras	tenebras
	et
facta	facta
est	est
nox	nox
in	in

ipsa	ipsa
ꝑtransibunt	pertransibunt
omnes	omnes
bestie	bestie
silue	silue
Catuli	Catuli
leonum	leonum
rugientes	rugientes
ut	ut
rapiant	rapiant
et	et
querant	querant
a	a
deo	deo
escam	escam
sͥ	sibi
Ortus	Ortus
est	est
sol	sol
	et
congregati	congregati
sunt	sunt
et	et
in	in
cubilib	cubilibus

suis	suis
collocabunt᷑	collocabuntur
Exibit	Exibit
homo	homo
ad	ad
opus	opus
suum	suum
	et
ad	ad
oꝑationem	operationem
suam	suam
usq	usque
ad	ad
uesꝑam	uesperam
Quam	Quam
magnificata	magnificata
sunt	sunt
oꝑa	opera
tua	tua
domine	domine
õia	omnia
in	in
sapientia	sapientia
fecisti	fecisti
impleta	impleta

÷	est
terra	terra
possessione	possessione
tua	tua
Hoc	Hoc
mare	mare
magnum	magnum
et	et
spatiosum	spatiosum
manib	manibus
illic	illic
reptilia	reptilia
quorum	quorum
non	non
est	est
numerus	numerus
Animalia	Animalia
pusilla	pusilla
cum	cum
magnis	magnis
illic	illic
naues	naues
ꝑtransibunt	pertransibunt
Draco	Draco
iste	iste

quẽ	quem
formasti	formasti
ad	ad
illudendum	illudendum
ei	ei
omnia	omnia
a	a
te	te
expectant	expectant
ut	ut
des	des
illis	illis
escam	escam
in	in
temꝑe	tempore
Dante	Dante
te	te
illis	illis
colligent	colligent
aꝑiente	aperiente
te	te
manum	manum
tuam	tuam
omnia	omnia
implebunt᷑	implebuntur

bonitate	bonitate
Auertente	Auertente
autem	autem
te	te
faciem	faciem
turbabunt᷑	turbabuntur
auferes	auferes
sp̃m	spiritum
eorum	eorum
	et
deficient	deficient
	et
in	in
puluerem	puluerem
suũ	suum
reuertentur	reuertentur
Emitte	Emitte
sp̃m	spiritum
tuũ	tuum
	et
creabunt᷑	creabuntur
et	et
renouabis	renouabis
faciẽ	faciem
t̃re	terre

Sit	Sit
gl̃a	gloria
dñi	domini
in	in
scl̃m	seculum
letabitur	letabitur
dominus	dominus
in	in
oꝑibus	operibus
suis	suis
Qui	Qui
respicit	respicit
t̃ram	terram
	et
facit	facit
eam	eam
t̃mere	tremere
qͥ	qui
tangit	tangit
montes	montes
et	et
fumigant	fumigant
Cantabo	Cantabo
domino	domino
in	in

uita	uita
mea	mea
psallã	psallam
d̃o	deo
meo	meo
qͣmdiu	quamdiu
sum	sum
Iocundum	Iocundum
sit	sit
ei	ei
eloquium	eloquium
meũ	meum
ego	ego
uero	uero
delectabor	delectabor
in	in
dño	domino
Deficiant	Deficiant
peccatores	peccatores
a	a
terra	terra
et	et
ĩiqͥ	iniqui
ita	ita
ut	ut

non	non
sint	sint
benedic	benedic
anima	anima
mea	mea
domino	domino
CIIII	CIIII
vox	vox
xͥ	Christi
ad	ad
apl̃os	apostolos
de	de
iudeis	iudeis
alleluia	alleluia
Confitemini	Confitemini
domino	domino
et	et
inuocate	inuocate
nomen	nomen
eius	eius
annuntiate	annuntiate
inter	inter
gentes	gentes
oꝑa	opera
eius	eius

terra	terra
iudicia	iudicia
eius	eius
Memor	Memor
fuit	fuit
in	in
scl̃m	seculum
testamenti	testamenti
sui	sui
uerbi	uerbi
quod	quod
mandauit	mandauit
in	in
mille	mille
generationes	generationes
Q̃d	Quod
disposuit	disposuit
ad	ad
abraham	abraham
	et
iuramenti	iuramenti
sui	sui
ad	ad
isaac	isaac
Et	Et

statuit	statuit
illud	illud
iacob	iacob
in	in
ceptum	preceptum
	et
isr̃l	israhel
in	in
testamentũ	testamentum
et̃num	eternum
Dicens	Dicens
tibi	tibi
dabo	dabo
t̃ram	terram
chanaan	chanaan
funicl̃m	funiculuum
h̃editatis	hereditatis
ur̃e	uestre
Cum	Cum
eẽnt	essent
num̃o	numero
breui	breui
paucissimi	paucissimi
	et
ĩcole	incole

ei᷒	eius
Et	Et
ꝑtransierunt	pertransierunt
de	de
gente	gente
in	in
gentẽ	gentem
	et
de	de
regno	regno
ad	ad
ppl̃m	populum
alterũ	alterum
Non	Non
reliquid	reliquid
hominem	hominem
nocere	nocere
eis	eis
	et
corripuit	corripuit
ꝓ	pro
eis	eis
reges	reges
Nolite	Nolite
tangere	tangere

xp̃os	Christos
meos	meos
	et
in	in
ꝓph̃is	prophetis
meis	meis
nolite	nolite
malignari	malignari
Et	Et
uocauit	uocauit
famem	famem
suꝑ	super
t̃ram	terram
et	et
omne	omne
firmamentum	firmamentum
panis	panis
contriuit	contriuit
Misit	Misit
ante	ante
eos	eos
uirum	uirum
	et
in	in
seruum	seruum

uenundatus	uenundatus
est	est
ioseph	ioseph
Humiliauerunt	Humiliauerunt
in	in
compedib	compedibus
pedes	pedes
eius	eius
ferrum	ferrum
ꝑtransiit	pertransiit
animam	animam
eius	eius
donec	donec
ueniret	ueniret
uerbum	uerbum
ei᷒	eius
Eloquium	Eloquium
domini	domini
inflammauit	inflammauit
eum	eum
misit	misit
rex	rex
	et
soluit	soluit
eum	eum

pͥncipes	principes
populorum	populorum
	et
dimisit	dimisit
eum	eum
Constituit	Constituit
eum	eum
dñm	dominum
domus	domus
sue	sue
	et
pͥncipem	principem
omnis	omnis
possessionis	possessionis
sue	sue
Ut	Ut
erudiret	erudiret
principes	principes
eius	eius
sicut	sicut
semet	semet
ip̃m	ipsum
et	et
senes	senes
eius	eius

prudentiam	prudentiam
doceret	doceret
Et	Et
intrauit	intrauit
isr̃l	israhel
in	in
egiptum	egiptum
	et
iacob	iacob
accola	accola
fuit	fuit
in	in
t̃ra	terra
cham	cham
Et	Et
auxit	auxit
popl̃m	populum
suum	suum
uehementer	uehementer
et	et
firmauit	firmauit
eum	eum
suꝑ	super
inimicos	inimicos
eius	eius

Conuertit	Conuertit
cor	cor
eorum	eorum
ut	ut
odirent	odirent
popl̃m	populum
eius	eius
	et
dolum	dolum
fac̃ent	facerent
in	in
seruos	seruos
eius	eius
Misit	Misit
moysen	moysen
seruum	seruum
suum	suum
aaron	aaron
quẽ	quem
elegit	elegit
ipsum	ipsum
Posuit	Posuit
in	in
eis	eis
uerba	uerba

signorum	signorum
suoꝝ	suorum
et	et
ꝓdigiorum	prodigiorum
in	in
terra	terra
cham	cham
Misit	Misit
tenebras	tenebras
et	et
obscuraũ	obscurauit
et	et
non	non
exacerbauit	exacerbauit
sermones	sermones
suos	suos
Conuertit	Conuertit
aquaᷤ	aquas
eorum	eorum
in	in
sanguinem	sanguinem
et	et
occidit	occidit
pisces	pisces
eorum	eorum

Ededit	Ededit
terra	terra
eorum	eorum
ranas	ranas
in	in
penetrabilib	penetrabilibus
regnum	regnum
ipsorum	ipsorum
Dixit	Dixit
et	et
uenit	uenit
cynomia	cynomia
et	et
cynifex	cynifex
in	in
omnib	omnibus
finib	finibus
eorum	eorum
Posuit	Posuit
pluuias	pluuias
eorum	eorum
grandinem	grandinem
ignem	ignem
comburentem	comburentem
in	in

terra	terra
ipsorũ	ipsorum
Et	Et
ꝑcussit	percussit
uineas	uineas
et	et
eorumficulneas	eorumficulneas
eorũ	eorum
	et
contriuit	contriuit
lignum	lignum
finium	finium
eorum	eorum
Dixit	Dixit
et	et
uenit	uenit
locusta	locusta
et	et
brucus	brucus
cuius	cuius
ñ	non
erat	erat
numerus	numerus
Et	Et
comedit	comedit

omne	omne
fænum	fænum
in	in
t̃ra	terra
eoꝝ	eorum
	et
comedit	comedit
omnem	omnem
fructum	fructum
terre	terre
eorum	eorum
Et	Et
ꝑcussit	percussit
omne	omne
pͥmogenitum	primogenitum
in	in
terra	terra
eorum	eorum
primitias	primitias
omnis	omnis
laboris	laboris
eorum	eorum
Et	Et
eduxit	eduxit
eoᷤ	eos

in	in
ꝓtectionem	protectionem
eoꝝ	eorum
et	et
ignem	ignem
ut	ut
luceret	luceret
eis	eis
ꝑ	per
noctem	noctem
Petierunt	Petierunt
	et
uenit	uenit
conturnix	conturnix
	et
pane	pane
celi	celi
saturauit	saturauit
eos	eos
Disrupit	Disrupit
petram	petram
et	et
fluxerunt	fluxerunt
aque	aque
abierunt	abierunt

in	in
sicco	sicco
flumina	flumina
Qm̃	Quoniam
memor	memor
fuit	fuit
ũbi	uerbi
sc̃i	sancti
sui	sui
quod	quod
habuit	habuit
ad	ad
abraham	abraham
puerum	puerum
suũ	suum
Et	Et
edux̃	eduxit
ppl̃m	populum
suũ	suum
in	in
exultatione	exultatione
et	et
electos	electos
suos	suos
in	in

leticia	leticia
Et	Et
dedit	dedit
illis	illis
regiones	regiones
gentium	gentium
	et
labores	labores
ppl̃orum	populorum
possederunt	possederunt
Ut	Ut
custodiãt	custodiant
iustificatões	iustificationes
eius	eius
	et
legem	legem
ei᷒	eius
reqͥrant	requirant
CV	CV
all̃a	alleluia
vox	vox
eccl̃e	ecclesie
ad	ad
apl̃os	apostolos
	et

ad	ad
ppl̃m	populum
Confitemini	Confitemini
domino	domino
qm̃	quoniam
bonus	bonus
qm̃	quoniam
in	in
scl̃m	seculum
mĩa	misericordia
eius	eius
Quis	Quis
loquetur	loquetur
potentias	potentias
domini	domini
auditas	auditas
faciet	faciet
om̃s	omnes
laudes	laudes
eius	eius
Beati	Beati
qui	qui
custodiunt	custodiunt
iudicium	iudicium
et	et

faciũt	faciunt
iusticiam	iusticiam
in	in
omni	omni
tempore	tempore
Memento	Memento
nr̃i	nostri
dñe	domine
in	in
beneplacito	beneplacito
ppl̃i	populi
tui	tui
uisita	uisita
nos	nos
in	in
salutari	salutari
tuo	tuo
Ad	Ad
uidendum	uidendum
in	in
bonitate	bonitate
electorum	electorum
tuorũ	tuorum
ad	ad
letandum	letandum

in	in
leticia	leticia
gentis	gentis
tue	tue
ut	ut
lauderis	lauderis
cum	cum
hereditate	hereditate
tua	tua
Peccauimus	Peccauimus
cum	cum
patrib	patribus
nr̃is	nostris
iniuste	iniuste
egimus	egimus
iniqͥtatem	iniquitatem
fecimus	fecimus
Patres	Patres
nr̃i	nostri
in	in
egypto	egypto
ñ	non
intellexer̃t	intellexerunt
mirabilia	mirabilia
tua	tua

non	non
fuerunt	fuerunt
memores	memores
multitudinis	multitudinis
mĩe	misericordie
tue	tue
Et	Et
irritauerunt	irritauerunt
ascendentes	ascendentes
in	in
mare	mare
mare	mare
rubrum	rubrum
et	et
saluauit	saluauit
eos	eos
ꝓpt̃	propter
nomen	nomen
suũ	suum
ut	ut
notam	notam
fac̃et	faceret
potentiam	potentiam
suam	suam
Et	Et

increpuit	increpuit
mare	mare
rubrũ	rubrum
et	et
exsiccatum	exsiccatum
est	est
et	et
deduxit	deduxit
eos	eos
in	in
abyssis	abyssis
sicut	sicut
in	in
deserto	deserto
Et	Et
saluauit	saluauit
eos	eos
de	de
manu	manu
odientium	odientium
et	et
redemit	redemit
eos	eos
de	de
manu	manu

inimici	inimici
Et	Et
oꝑuit	operuit
aqua	aqua
tͥbulantes	tribulantes
eos	eos
unus	unus
ex	ex
eis	eis
non	non
remansit	remansit
Et	Et
crediderunt	crediderunt
in	in
uerbis	uerbis
ei᷒	eius
et	et
laudauerunt	laudauerunt
laudem	laudem
eius	eius
Cito	Cito
fecerunt	fecerunt
obliti	obliti
sunt	sunt
oꝑm	operum

ei᷒	eius
non	non
sustinuerunt	sustinuerunt
consilium	consilium
ei᷒	eius
Et	Et
concupierunt	concupierunt
concupiscentiã	concupiscentiam
in	in
deserto	deserto
et	et
temptauerunt	temptauerunt
deum	deum
in	in
inaquoso	inaquoso
Et	Et
dedit	dedit
eis	eis
peticionẽ	peticionem
ip̃oꝝ	ipsorum
et	et
misit	misit
saturitatem	saturitatem
in	in
anima	anima

eoꝝ	eorum
Et	Et
irritauerũt	irritauerunt
moysen	moysen
in	in
castris	castris
aaron	aaron
sc̃m	sanctum
domini	domini
Aꝑta	Aperta
est	est
t̃ra	terra
deglutiuit	deglutiuit
dathan	dathan
et	et
oꝑuit	operuit
suꝑ	super
congͤgationẽ	congregationem
abyron	abyron
Et	Et
exarsit	exarsit
ignis	ignis
in	in
synagoga	synagoga
eorum	eorum

flamma	flamma
cõbussit	conbussit
pcc̃ores	peccatores
cã	cam
man᷒	manus
ei᷒	eius
formauer̃t	formauerunt
Venite	Venite
adorem᷒	adoremus
⁊	et
ꝓcidam᷒	procidamus
⁊	et
plorem᷒	ploremus
añ	ante
dñm	dominum
qͥ	qui
fec̃	fecit
nos	nos
	quia
ip̃e	ipse
ẽ	est
dñs	dominus
d̃s	deus
nr̃	noster
Et	Et

nos	nos
ppl̃s	populus
pascue	pascue
ei᷒	eius
⁊	et
oues	oues
manus	manus
ei᷒	eius
hodie	hodie
si	si
uocẽ	uocem
eius	eius
audieritis	audieritis
nolite	nolite
obdurare	obdurare
corda	corda
ur̃a	uestra
Sic̃	Sicut
in	in
irritatõe	irritatione
scd̃m	secundum
diẽ	diem
tẽptatõis	temptationis
in	in
deserto	deserto

Ibi	Ibi
tẽptauer̃t	temptauerunt
me	me
patres	patres
ur̃i	uestri
ꝓbauer̃t	probauerunt
me	me
⁊	et
uider̃t	uiderunt
oꝑa	opera
m̃a	mea
Quadragĩta	Quadraginta
ãnis	annis
offens᷒	offensus
fui	fui
gñatõi	generationi
illi	illi
⁊	et
dixi	dixi
semꝑ	semper
errant	errant
corde	corde
Et	Et
isti	isti
nõ	non

ꝯgnouer̃	congnouerunt
uias	uias
m̃as	meas
ut	ut
iuraui	iuraui
in	in
ira	ira
m̃a	mea
si	si
intrabunt	intrabunt
in	in
reqͥẽ	requiem
meã	meam
Cãtate	Cantate
dño	domino
cãtic̃	canticum
nouũ	nouum
cãtate	cantate
dño	domino
õis	omnis
t̃ra	terra
Cãtate	Cantate
dño	domino
⁊	et
bñdicite	benedicite

nõi	nomini
ei᷒	eius
annũciate	annunciate
de	de
die	die
in	in
diẽ	diem
salutare	salutare
ei᷒	eius
Adnũciate	Adnunciate
int̃	inter
gt̃s	gentes
gl̃iã	gloriam
ei᷒	eius
in	in
om̃is	omnis
ppl̃is	populis
mirabilia	mirabilia
ei᷒	eius
Qm̃	Quoniam
magn᷒	magnus
dñs	dominus
⁊	et
laudabil̃	laudabilis
nimis	nimis

t̃ribil̃	terribilis
ẽ	est
suꝑ	super
om̃s	omnes
d̃os	deos
Qm̃	Quoniam
om̃s	omnes
dii	dii
gẽtium	gentium
demonia	demonia
dñs	dominus
ã	autem
celos	celos
fec̃	fecit
Cõfessio	Confessio
⁊	et
pulcͥtudo	pulcritudo
in	in
cõspectu	conspectu
ei᷒	eius
sc̃imonia	sanctimonia
⁊	et
magnificẽtia	magnificentia
in	in
sc̃ificatõe	sanctificatione

ei᷒	eius
Afferte	Afferte
dño	domino
patrie	patrie
gentium	gentium
afferte	afferte
dño	domino
gl̃iã	gloriam
⁊	et
honorẽ	honorem
afferte	afferte
dño	domino
gl̃ã	gloriam
nõi	nomini
ei᷒	eius
Tollite	Tollite
ostias	ostias
⁊	et
intͦite	introite
in	in
atͥa	atria
ei᷒	eius
adorate	adorate
dñm	dominum
in	in

atrio	atrio
sc̃o	sancto
ei᷒	eius
Cõmoueat᷑	Commoueatur
a	a
facie	facie
ei᷒	eius
uniũsa	uniuersa
t̃ra	terra
dicite	dicite
in	in
gẽtib	gentibus
	quia
dñs	dominus
regnauit	regnauit
Et	Et
enĩ	enim
correx̃	correxit
orbẽ	orbem
qui	qui
nõ	non
ꝯmouebitur	commouebitur
iudicabit	iudicabit
ppl̃os	populos
in	in

eqͥtate	equitate
Letẽt᷑	Letentur
celi	celi
	et
exultet	exultet
t̃ra	terra
cõmoueat᷑	commoueatur
mare	mare
	et
plenitudo	plenitudo
ei᷒	eius
gaudeb̃t	gaudebunt
cãpi	campi
	et
õa	omna
que	que
in	in
eis	eis
s̃	sunt
Nũc	Nunc
exultab̃t	exultabunt
õia	omnia
ligna	ligna
siluar̃	siluarum
a	a

facie	facie
dñi	domini
	quia
uenit	uenit
qm̃	quoniam
uenit	uenit
iudicare	iudicare
t̃rã	terram
Iudicabit	Iudicabit
orbem	orbem
t̃re	terre
in	in
eqͥtate	equitate
⁊	et
ppl̃os	populos
in	in
ũitate	ueritate
sua	sua
Dñs	Dominus
regnauit	regnauit
exultet	exultet
t̃ra	terra
letent᷑	letentur
insule	insule
